Age,Gender,Income_Level,Product_Category,Ad_Interaction,Discount_Offered in(%),TPP in Past,Purchase
45,Male,High,Electronics,Yes,11,14,No
58,Female,Medium,Groceries,Yes,30,7,No
28,Female,Medium,Groceries,Yes,15,3,Yes
50,Male,High,Designer items,Yes,23,6,No
51,Female,High,Groceries,No,23,4,No
24,Female,Medium,Car,No,3,4,No
18,Male,Low,Beauty Products,Yes,0,14,Yes
37,Female,Medium,Groceries,Yes,18,9,Yes
35,Male,Medium,Car,Yes,27,2,No
48,Male,High,Electronics,Yes,26,10,Yes
55,Male,Medium,Beauty Products,No,4,7,Yes
51,Female,Low,Designer items,No,15,19,No
29,Male,High,Car,No,5,0,No
48,Female,Low,Car,No,3,16,Yes
22,Male,Medium,Beauty Products,No,29,2,Yes
28,Male,Medium,Beauty Products,Yes,12,3,Yes
43,Female,Medium,Electronics,Yes,26,13,Yes
44,Male,Medium,Groceries,No,9,18,Yes
23,Female,Medium,Car,Yes,26,14,Yes
47,Male,High,Beauty Products,Yes,9,4,No
54,Female,Low,Car,No,9,4,Yes
52,Male,Medium,Car,Yes,22,5,Yes
21,Female,Medium,Groceries,No,17,8,Yes
46,Male,Medium,Designer items,Yes,12,14,Yes
34,Male,Medium,Designer items,No,12,15,Yes
39,Male,Low,Electronics,No,3,4,No
54,Male,Medium,Car,Yes,8,16,No
30,Female,High,Beauty Products,No,1,12,No
39,Male,Medium,Electronics,Yes,20,18,Yes
20,Female,Medium,Electronics,Yes,9,1,No
49,Female,Low,Groceries,Yes,12,18,Yes
38,Male,Medium,Electronics,Yes,13,11,Yes
38,Male,Medium,Designer items,Yes,11,10,Yes
56,Female,High,Electronics,Yes,3,18,Yes
18,Male,Medium,Designer items,Yes,27,2,Yes
30,Female,High,Designer items,No,14,1,Yes
28,Female,Medium,Car,Yes,3,18,No
34,Female,Medium,Electronics,Yes,2,17,No
57,Male,High,Groceries,Yes,21,18,Yes
54,Male,Medium,Groceries,Yes,6,7,Yes
45,Male,Medium,Groceries,No,4,16,Yes
54,Male,High,Beauty Products,Yes,3,18,Yes
44,Female,Medium,Electronics,No,20,1,Yes
28,Female,Medium,Electronics,Yes,21,12,Yes
29,Female,High,Designer items,Yes,21,10,Yes
56,Male,High,Designer items,Yes,27,4,Yes
34,Male,High,Beauty Products,Yes,23,19,Yes
58,Female,High,Car,Yes,13,11,Yes
23,Male,High,Electronics,Yes,16,18,Yes
36,Male,Medium,Car,Yes,25,15,Yes
49,Male,High,Beauty Products,No,5,3,Yes
55,Male,Low,Electronics,No,10,0,Yes
41,Male,Medium,Car,Yes,22,14,No
44,Female,Medium,Groceries,No,10,18,Yes
34,Male,Medium,Beauty Products,No,18,13,Yes
44,Female,High,Car,No,17,18,Yes
21,Male,Low,Beauty Products,Yes,6,12,Yes
52,Male,Medium,Car,Yes,15,8,Yes
25,Male,Medium,Electronics,No,19,12,No
34,Female,Medium,Groceries,Yes,16,16,Yes
50,Male,Medium,Electronics,Yes,7,18,Yes
55,Female,High,Groceries,No,2,4,No
30,Male,High,Car,No,14,13,Yes
48,Female,Low,Designer items,No,22,15,Yes
49,Male,Low,Car,Yes,21,10,No
20,Female,Low,Car,Yes,21,9,No
59,Female,High,Electronics,Yes,29,15,Yes
29,Male,Low,Designer items,Yes,1,8,No
41,Female,High,Beauty Products,Yes,2,14,Yes
52,Female,High,Groceries,Yes,18,17,Yes
25,Female,High,Electronics,Yes,25,16,Yes
57,Female,High,Designer items,Yes,6,6,Yes
20,Male,Low,Car,Yes,0,3,No
42,Female,Low,Designer items,Yes,4,0,Yes
32,Male,High,Designer items,Yes,4,12,Yes
57,Female,Medium,Designer items,Yes,7,4,Yes
26,Female,Medium,Car,No,30,0,No
53,Female,Medium,Designer items,Yes,2,1,Yes
57,Female,High,Designer items,No,22,8,Yes
51,Female,High,Beauty Products,No,13,13,Yes
21,Male,Medium,Beauty Products,No,29,5,No
28,Male,High,Groceries,No,2,7,No
20,Male,Low,Beauty Products,Yes,13,12,Yes
49,Female,High,Electronics,Yes,1,12,Yes
36,Male,Medium,Beauty Products,No,26,5,No
33,Female,Low,Car,No,1,7,No
34,Male,High,Electronics,Yes,22,1,Yes
59,Female,Medium,Car,Yes,27,15,No
55,Female,Medium,Electronics,Yes,27,1,Yes
19,Male,Low,Electronics,Yes,25,12,No
48,Female,High,Electronics,Yes,27,1,Yes
56,Female,High,Electronics,Yes,2,7,Yes
40,Female,Low,Designer items,Yes,13,6,No
56,Female,High,Car,Yes,0,16,No
58,Male,High,Electronics,Yes,29,12,Yes
38,Male,High,Designer items,Yes,18,18,Yes
42,Female,Medium,Car,No,21,16,Yes
40,Male,Medium,Electronics,Yes,29,9,Yes
27,Male,Low,Electronics,No,3,7,No
37,Male,Medium,Electronics,Yes,17,13,No
45,Female,Medium,Car,Yes,13,19,Yes
41,Male,High,Electronics,Yes,14,3,Yes
30,Male,Low,Groceries,Yes,26,7,Yes
35,Female,Medium,Designer items,Yes,11,13,Yes
51,Male,Medium,Groceries,Yes,17,1,Yes
28,Male,High,Beauty Products,No,8,11,Yes
32,Female,Low,Designer items,No,24,16,No
46,Female,High,Groceries,No,25,17,Yes
49,Female,Low,Beauty Products,No,21,5,Yes
34,Female,Medium,Groceries,Yes,22,17,No
25,Male,Low,Designer items,Yes,8,5,No
22,Male,Medium,Beauty Products,Yes,11,10,No
18,Male,Low,Designer items,Yes,10,18,Yes
26,Female,Medium,Electronics,Yes,26,1,Yes
21,Male,Medium,Car,Yes,3,17,No
32,Male,Medium,Groceries,Yes,18,12,No
36,Male,Medium,Car,Yes,16,5,Yes
29,Male,Medium,Designer items,Yes,18,4,No
34,Male,Medium,Electronics,No,25,0,Yes
44,Male,Medium,Car,No,24,9,No
40,Male,Medium,Designer items,No,20,10,Yes
30,Female,Low,Groceries,Yes,4,0,No
41,Male,High,Beauty Products,Yes,11,10,Yes
34,Male,High,Car,No,3,14,No
42,Male,Low,Beauty Products,No,29,8,Yes
38,Female,Low,Beauty Products,Yes,19,18,Yes
36,Male,Medium,Car,No,11,4,No
59,Male,Medium,Beauty Products,Yes,16,4,No
56,Male,Medium,Electronics,Yes,27,8,Yes
52,Male,Medium,Groceries,Yes,14,15,Yes
35,Female,Medium,Electronics,No,13,2,No
58,Female,Medium,Electronics,No,27,6,Yes
58,Female,High,Electronics,Yes,12,17,No
54,Female,Medium,Car,Yes,12,3,No
48,Female,Low,Designer items,Yes,1,15,No
26,Male,Low,Designer items,Yes,8,5,Yes
28,Male,Low,Electronics,Yes,21,0,Yes
53,Female,Medium,Beauty Products,No,12,12,No
51,Female,High,Groceries,No,8,7,No
24,Female,High,Beauty Products,Yes,3,17,Yes
20,Female,Low,Electronics,Yes,27,5,No
38,Male,Low,Car,Yes,27,7,Yes
18,Female,Low,Beauty Products,Yes,3,10,Yes
52,Female,Low,Car,No,12,16,Yes
27,Female,Medium,Electronics,Yes,20,11,No
27,Male,Medium,Car,No,13,12,No
54,Female,Low,Electronics,No,5,1,No
39,Female,Low,Designer items,No,16,3,Yes
31,Female,Medium,Groceries,Yes,9,2,Yes
42,Female,High,Beauty Products,Yes,2,14,No
55,Female,Medium,Electronics,Yes,16,11,No
41,Female,High,Groceries,Yes,28,10,Yes
42,Female,Low,Groceries,No,3,5,Yes
18,Female,Medium,Groceries,Yes,19,15,Yes
34,Male,Medium,Groceries,No,7,11,Yes
44,Male,High,Beauty Products,No,21,9,Yes
47,Male,Medium,Groceries,Yes,8,1,Yes
54,Female,Medium,Electronics,Yes,5,6,No
49,Female,Medium,Groceries,Yes,20,0,Yes
24,Male,Low,Electronics,No,19,11,Yes
33,Male,Medium,Groceries,No,15,10,Yes
53,Male,Medium,Electronics,No,12,6,Yes
53,Female,Medium,Car,No,14,18,Yes
26,Male,Low,Car,Yes,10,7,Yes
50,Female,Medium,Beauty Products,Yes,22,7,Yes
39,Female,Low,Groceries,Yes,26,3,Yes
57,Female,Medium,Electronics,No,2,8,Yes
46,Male,High,Designer items,No,1,1,Yes
45,Male,Low,Electronics,No,12,14,No
40,Female,High,Groceries,No,11,3,No
43,Female,Low,Designer items,Yes,7,8,Yes
22,Female,Medium,Groceries,Yes,23,19,No
28,Female,High,Designer items,Yes,14,8,Yes
34,Male,Low,Beauty Products,Yes,26,11,Yes
24,Female,Low,Designer items,Yes,9,9,No
36,Male,Medium,Car,Yes,10,12,Yes
25,Male,Low,Groceries,No,7,3,Yes
48,Male,High,Car,No,27,10,Yes
18,Female,Medium,Car,No,16,14,No
55,Male,High,Electronics,Yes,23,14,Yes
48,Female,Medium,Car,Yes,8,13,Yes
43,Female,Medium,Groceries,No,16,17,Yes
22,Female,Medium,Designer items,Yes,19,19,Yes
58,Female,Medium,Groceries,Yes,10,0,No
55,Female,Low,Beauty Products,No,26,1,Yes
32,Male,Medium,Electronics,No,28,13,No
22,Female,High,Groceries,No,5,5,No
39,Male,Low,Beauty Products,No,29,17,No
31,Female,High,Designer items,Yes,9,13,Yes
30,Male,High,Groceries,Yes,30,2,Yes
47,Female,Medium,Car,No,5,7,No
50,Female,Medium,Designer items,Yes,16,15,No
28,Female,High,Groceries,No,12,17,Yes
28,Female,Low,Electronics,No,30,11,No
23,Male,Medium,Electronics,No,8,15,Yes
21,Female,Low,Groceries,No,2,15,No
43,Male,High,Electronics,No,29,11,Yes
28,Male,Low,Electronics,Yes,4,17,Yes
36,Male,Medium,Beauty Products,Yes,22,5,Yes
35,Female,High,Designer items,No,25,5,Yes
21,Female,Low,Designer items,Yes,11,18,No
46,Male,Medium,Groceries,Yes,26,1,Yes
34,Male,Medium,Electronics,Yes,10,10,Yes
33,Male,Medium,Beauty Products,No,1,1,No
25,Male,Low,Designer items,Yes,12,9,No
25,Female,Low,Car,Yes,29,3,No
47,Female,Low,Beauty Products,No,0,10,No
56,Male,High,Electronics,Yes,16,19,Yes
41,Female,High,Groceries,No,17,11,Yes
26,Male,Medium,Designer items,No,4,9,Yes
53,Male,High,Electronics,Yes,4,9,Yes
38,Male,Low,Groceries,No,23,9,No
57,Male,Medium,Electronics,Yes,1,7,Yes
44,Male,Medium,Electronics,No,21,4,No
44,Male,High,Groceries,Yes,24,2,Yes
30,Female,Medium,Designer items,No,12,9,No
53,Male,High,Beauty Products,Yes,8,1,Yes
18,Female,Low,Electronics,Yes,24,6,No
20,Female,Low,Designer items,Yes,19,19,No
47,Male,Medium,Electronics,Yes,2,2,No
56,Male,Medium,Groceries,Yes,26,13,No
34,Female,Medium,Groceries,No,17,12,Yes
46,Female,High,Beauty Products,Yes,19,17,Yes
21,Male,Low,Electronics,Yes,0,17,No
18,Male,Medium,Electronics,Yes,25,12,Yes
37,Female,Low,Electronics,Yes,19,9,Yes
28,Male,Low,Electronics,Yes,8,8,No
22,Female,Low,Electronics,Yes,25,0,No
34,Male,Low,Groceries,Yes,21,1,Yes
58,Female,High,Beauty Products,Yes,28,3,Yes
22,Male,Low,Car,Yes,10,18,Yes
38,Female,High,Car,Yes,2,11,No
43,Female,High,Electronics,Yes,18,18,No
24,Male,High,Designer items,Yes,14,6,Yes
43,Female,High,Electronics,Yes,7,4,Yes
38,Female,High,Beauty Products,Yes,13,3,No
40,Male,High,Beauty Products,Yes,9,19,Yes
32,Male,Medium,Groceries,No,17,19,Yes
46,Female,High,Car,Yes,7,8,No
36,Male,High,Electronics,Yes,15,6,Yes
45,Female,Medium,Electronics,No,13,3,No
32,Female,Low,Groceries,No,2,4,No
18,Male,High,Beauty Products,Yes,2,14,Yes
41,Female,Medium,Designer items,Yes,26,7,Yes
53,Female,Medium,Beauty Products,Yes,1,9,Yes
21,Female,Low,Designer items,No,2,1,Yes
40,Male,Medium,Electronics,No,20,19,No
40,Male,High,Beauty Products,Yes,12,4,Yes
48,Female,High,Electronics,Yes,29,8,Yes
23,Female,High,Designer items,Yes,4,9,Yes
57,Male,Low,Car,Yes,6,6,Yes
55,Female,Medium,Beauty Products,Yes,20,19,Yes
20,Male,Medium,Car,No,18,14,No
21,Male,Medium,Electronics,Yes,27,11,No
55,Female,Medium,Beauty Products,No,18,3,Yes
58,Male,High,Groceries,Yes,4,12,Yes
40,Male,High,Groceries,Yes,25,17,Yes
47,Male,Medium,Car,No,29,4,Yes
42,Female,Medium,Beauty Products,Yes,15,18,No
31,Female,Medium,Electronics,Yes,24,15,Yes
53,Male,Low,Car,No,6,15,Yes
39,Female,Medium,Designer items,No,20,7,No
33,Female,Medium,Car,No,26,9,Yes
27,Male,Medium,Car,No,26,1,No
26,Female,Medium,Electronics,Yes,16,10,Yes
49,Female,Medium,Groceries,Yes,9,16,Yes
21,Female,Medium,Electronics,No,15,19,No
42,Female,Medium,Beauty Products,Yes,26,4,Yes
55,Female,Medium,Beauty Products,Yes,16,0,Yes
42,Female,Low,Beauty Products,Yes,18,3,Yes
34,Male,Medium,Electronics,Yes,8,1,No
57,Male,Medium,Electronics,Yes,14,6,Yes
23,Male,Medium,Electronics,Yes,0,14,Yes
40,Female,High,Beauty Products,Yes,25,6,Yes
34,Female,High,Electronics,No,1,8,No
46,Male,High,Beauty Products,Yes,8,12,No
23,Male,Medium,Designer items,Yes,5,19,No
20,Female,Low,Electronics,Yes,16,16,Yes
29,Female,Low,Car,No,15,14,No
18,Male,Low,Beauty Products,No,16,2,Yes
43,Male,Low,Designer items,Yes,14,3,No
49,Male,High,Groceries,No,3,17,Yes
36,Male,High,Beauty Products,No,10,19,No
52,Male,Medium,Electronics,No,7,13,No
50,Male,High,Car,Yes,13,1,Yes
21,Female,Low,Designer items,Yes,23,18,Yes
23,Female,Medium,Beauty Products,No,24,0,Yes
57,Male,High,Groceries,Yes,18,0,Yes
22,Male,High,Car,No,26,15,Yes
23,Male,Low,Designer items,Yes,7,12,No
52,Male,Medium,Designer items,No,18,11,Yes
33,Female,High,Designer items,Yes,26,10,Yes
27,Female,Medium,Beauty Products,No,24,19,Yes
48,Male,High,Beauty Products,Yes,3,11,Yes
40,Female,High,Designer items,Yes,1,18,Yes
54,Male,High,Designer items,No,7,6,No
31,Female,High,Beauty Products,Yes,23,2,No
33,Female,High,Groceries,No,22,18,Yes
35,Male,Low,Beauty Products,No,19,15,Yes
25,Female,Low,Beauty Products,No,27,0,No
29,Male,High,Electronics,No,29,10,Yes
22,Male,Low,Electronics,Yes,26,11,Yes
34,Female,Low,Beauty Products,Yes,5,0,No
22,Female,Low,Car,Yes,24,13,No
22,Male,Medium,Beauty Products,No,21,0,No
58,Female,Medium,Beauty Products,Yes,18,4,No
19,Female,High,Electronics,Yes,29,14,Yes
56,Male,Medium,Designer items,Yes,3,0,Yes
30,Male,High,Beauty Products,No,19,6,Yes
32,Male,Low,Groceries,No,22,13,Yes
40,Female,Low,Electronics,Yes,18,19,Yes
46,Male,High,Electronics,Yes,23,17,Yes
27,Female,Medium,Beauty Products,No,8,7,Yes
43,Female,High,Electronics,No,29,9,Yes
34,Male,Low,Beauty Products,Yes,1,5,No
22,Male,High,Beauty Products,No,27,8,Yes
22,Female,Low,Designer items,No,17,19,Yes
58,Male,High,Car,Yes,16,16,Yes
29,Female,Medium,Car,Yes,6,2,No
27,Male,Low,Car,Yes,1,2,No
33,Female,Low,Groceries,Yes,1,9,No
55,Female,Medium,Car,Yes,21,10,Yes
56,Female,Medium,Groceries,No,26,14,Yes
55,Male,Medium,Beauty Products,No,19,8,Yes
37,Female,Medium,Electronics,Yes,11,18,Yes
37,Female,Low,Beauty Products,Yes,2,14,No
19,Female,Low,Car,No,29,1,No
39,Female,High,Car,Yes,2,5,Yes
32,Male,Medium,Designer items,No,26,9,Yes
26,Male,High,Beauty Products,Yes,0,15,No
23,Female,Low,Car,No,8,3,Yes
19,Female,Medium,Beauty Products,Yes,28,3,Yes
18,Male,Low,Beauty Products,Yes,18,9,No
32,Female,Medium,Designer items,Yes,26,18,Yes
38,Male,Medium,Car,No,26,3,No
51,Female,Medium,Designer items,No,29,12,Yes
45,Male,High,Designer items,No,0,16,Yes
21,Female,Low,Car,Yes,6,16,No
26,Female,Medium,Groceries,Yes,3,18,No
18,Male,Low,Designer items,No,9,3,No
26,Female,Medium,Beauty Products,No,12,13,Yes
59,Female,Medium,Beauty Products,Yes,5,15,Yes
55,Female,High,Car,Yes,16,9,Yes
44,Male,Low,Beauty Products,Yes,21,17,Yes
52,Male,Low,Beauty Products,No,19,14,Yes
32,Male,Medium,Designer items,Yes,3,8,Yes
44,Male,High,Electronics,Yes,25,18,Yes
45,Male,High,Groceries,Yes,16,10,No
58,Female,Medium,Beauty Products,No,9,17,Yes
37,Female,Medium,Designer items,Yes,12,7,No
56,Male,Medium,Groceries,Yes,16,14,Yes
49,Female,Low,Beauty Products,No,19,14,Yes
50,Female,Medium,Groceries,No,24,13,No
22,Male,Medium,Groceries,No,10,15,Yes
51,Female,Medium,Beauty Products,Yes,7,10,Yes
20,Female,Medium,Car,Yes,29,0,Yes
28,Female,Low,Beauty Products,No,15,17,Yes
47,Male,High,Car,No,15,9,No
35,Female,Medium,Car,No,5,18,No
53,Male,High,Electronics,No,26,12,Yes
20,Female,High,Car,Yes,9,5,Yes
18,Female,Low,Car,No,22,13,No
25,Female,Low,Beauty Products,No,18,13,Yes
59,Male,High,Groceries,Yes,16,8,No
23,Male,High,Designer items,Yes,10,6,Yes
45,Female,Medium,Groceries,Yes,0,4,Yes
26,Male,High,Beauty Products,Yes,17,1,Yes
55,Male,Low,Groceries,No,25,7,Yes
53,Female,Medium,Car,No,17,10,No
54,Male,Low,Electronics,No,14,17,Yes
51,Female,High,Electronics,Yes,30,10,Yes
30,Male,Medium,Beauty Products,No,3,6,Yes
41,Female,Medium,Electronics,Yes,3,14,Yes
18,Male,Low,Beauty Products,No,22,2,Yes
31,Male,Medium,Car,Yes,5,17,No
18,Male,Low,Car,Yes,5,5,No
38,Female,Medium,Groceries,Yes,15,4,Yes
27,Female,High,Car,Yes,27,17,Yes
24,Female,Low,Beauty Products,No,2,12,Yes
37,Male,Medium,Car,No,18,2,No
21,Male,Medium,Car,Yes,4,0,No
21,Female,Low,Beauty Products,Yes,11,9,Yes
40,Female,Medium,Groceries,Yes,24,19,Yes
41,Male,Medium,Beauty Products,Yes,24,12,Yes
49,Male,Medium,Beauty Products,Yes,22,4,No
53,Female,High,Electronics,Yes,13,9,Yes
59,Male,Low,Car,No,25,6,Yes
33,Female,Medium,Groceries,Yes,0,16,Yes
38,Male,Low,Designer items,Yes,28,8,Yes
23,Female,Medium,Groceries,Yes,18,12,Yes
52,Female,Low,Electronics,No,6,8,Yes
22,Male,High,Beauty Products,Yes,9,16,Yes
29,Female,High,Car,Yes,22,15,No
20,Male,Medium,Designer items,Yes,29,8,No
46,Female,High,Electronics,No,14,4,Yes
40,Female,Medium,Groceries,Yes,12,13,Yes
40,Female,High,Car,Yes,12,16,Yes
57,Female,Medium,Designer items,No,20,1,Yes
54,Female,High,Groceries,Yes,5,11,Yes
35,Male,High,Groceries,Yes,29,0,Yes
47,Female,Low,Groceries,Yes,16,10,Yes
49,Male,High,Car,Yes,9,18,No
31,Male,Low,Groceries,Yes,25,9,Yes
53,Male,Low,Car,No,1,8,No
59,Female,Low,Designer items,No,27,10,No
31,Female,Medium,Designer items,Yes,6,14,Yes
36,Female,Medium,Designer items,No,21,14,Yes
45,Male,Low,Designer items,Yes,23,7,No
26,Female,Medium,Beauty Products,No,14,0,Yes
50,Male,Low,Beauty Products,No,18,2,Yes
27,Male,Low,Designer items,No,7,14,Yes
59,Female,Low,Beauty Products,Yes,0,17,Yes
51,Male,Medium,Beauty Products,Yes,18,12,Yes
18,Female,Medium,Beauty Products,Yes,1,15,Yes
30,Female,Medium,Groceries,No,15,16,Yes
46,Male,Medium,Electronics,Yes,6,16,No
24,Female,Medium,Designer items,Yes,12,4,Yes
43,Female,Medium,Designer items,Yes,16,2,Yes
24,Female,High,Groceries,Yes,25,16,Yes
56,Female,Low,Beauty Products,Yes,20,0,Yes
34,Female,Medium,Electronics,Yes,10,2,Yes
32,Male,Medium,Groceries,Yes,28,10,Yes
49,Male,High,Beauty Products,No,25,15,No
42,Female,Low,Car,Yes,21,8,Yes
18,Female,Low,Groceries,Yes,28,15,Yes
58,Male,High,Groceries,No,18,11,No
58,Female,High,Beauty Products,Yes,6,13,Yes
46,Female,High,Electronics,No,18,18,Yes
19,Male,Low,Beauty Products,No,8,12,Yes
32,Female,High,Designer items,Yes,2,10,Yes
47,Female,Medium,Electronics,Yes,24,7,Yes
35,Female,High,Electronics,Yes,18,15,Yes
19,Male,Low,Groceries,Yes,7,5,Yes
29,Female,High,Car,No,14,7,No
53,Female,Medium,Electronics,No,14,19,Yes
35,Female,High,Beauty Products,Yes,1,12,Yes
32,Male,High,Designer items,No,19,9,No
46,Female,Medium,Beauty Products,No,2,18,Yes
20,Female,Low,Beauty Products,Yes,21,13,Yes
57,Female,Medium,Electronics,Yes,26,3,Yes
28,Female,Medium,Car,Yes,25,10,Yes
49,Female,High,Electronics,Yes,26,10,Yes
19,Male,Low,Electronics,Yes,29,16,Yes
26,Female,Medium,Electronics,Yes,27,1,Yes
32,Male,Medium,Electronics,Yes,15,3,No
25,Female,Low,Designer items,Yes,8,4,No
56,Female,Medium,Beauty Products,Yes,25,19,Yes
34,Male,Medium,Groceries,Yes,2,4,Yes
36,Male,Low,Electronics,Yes,11,6,No
45,Female,High,Electronics,Yes,8,5,Yes
46,Female,Medium,Electronics,No,25,16,No
33,Male,Low,Beauty Products,Yes,22,2,Yes
38,Female,Medium,Electronics,Yes,25,3,Yes
59,Female,High,Car,No,4,9,Yes
29,Female,High,Designer items,No,9,12,Yes
28,Male,Medium,Car,No,21,15,Yes
25,Female,High,Car,Yes,7,7,Yes
19,Female,Medium,Groceries,Yes,29,11,Yes
27,Male,Medium,Electronics,Yes,11,10,Yes
32,Female,High,Electronics,No,15,16,No
43,Female,Medium,Car,Yes,1,17,No
29,Female,Medium,Electronics,Yes,18,17,Yes
49,Male,High,Electronics,Yes,16,5,Yes
20,Male,Low,Car,Yes,5,2,Yes
47,Male,High,Designer items,No,28,0,Yes
47,Female,Medium,Electronics,Yes,12,13,Yes
30,Male,High,Beauty Products,Yes,26,3,Yes
24,Male,Medium,Beauty Products,Yes,21,9,Yes
56,Male,Low,Car,No,20,14,No
32,Male,High,Groceries,Yes,3,5,Yes
41,Female,Low,Car,No,19,4,No
37,Male,Low,Car,No,11,0,Yes
45,Female,Medium,Groceries,Yes,7,0,Yes
54,Female,Medium,Beauty Products,No,30,5,Yes
38,Female,Low,Groceries,Yes,2,14,Yes
22,Male,Low,Electronics,Yes,27,13,Yes
23,Female,High,Beauty Products,Yes,24,13,No
57,Female,Medium,Beauty Products,No,30,6,Yes
57,Male,Medium,Beauty Products,Yes,12,5,Yes
35,Male,Medium,Electronics,Yes,1,7,No
28,Female,High,Groceries,Yes,0,5,Yes
44,Female,High,Electronics,Yes,19,11,Yes
48,Male,Medium,Car,Yes,26,9,No
20,Female,Low,Designer items,No,12,2,No
48,Female,Low,Groceries,Yes,14,15,Yes
30,Male,Low,Car,No,16,2,No
28,Male,High,Groceries,Yes,26,18,Yes
28,Female,High,Beauty Products,No,29,15,Yes
52,Female,Low,Groceries,Yes,21,5,Yes
48,Male,High,Designer items,No,13,17,Yes
49,Male,Medium,Electronics,Yes,3,14,Yes
52,Male,High,Car,No,2,15,No
22,Male,Low,Beauty Products,Yes,20,9,Yes
36,Male,High,Groceries,No,24,3,Yes
46,Female,Low,Designer items,Yes,30,18,No
19,Female,Medium,Groceries,Yes,9,10,No
42,Female,Medium,Designer items,Yes,19,15,Yes
36,Female,High,Designer items,Yes,22,10,Yes
51,Male,High,Groceries,Yes,22,4,Yes
22,Female,Low,Groceries,Yes,18,11,Yes
21,Male,Low,Groceries,No,21,16,Yes
59,Male,High,Car,No,19,5,No
42,Female,Medium,Electronics,No,13,10,No
49,Female,Medium,Electronics,No,10,17,Yes
44,Male,Medium,Car,Yes,22,17,Yes
40,Female,Low,Electronics,No,10,11,No
22,Female,Low,Electronics,No,22,8,No
42,Male,High,Designer items,Yes,8,9,No
39,Male,Medium,Car,Yes,18,0,No
24,Male,Medium,Groceries,No,3,0,No
32,Male,High,Car,No,7,11,No
39,Male,High,Electronics,Yes,21,17,Yes
34,Female,Medium,Electronics,No,28,13,Yes
31,Female,Medium,Electronics,No,17,19,No
50,Male,High,Car,No,22,10,No
32,Female,Medium,Designer items,No,11,7,No
37,Male,Medium,Groceries,No,29,5,No
20,Female,Low,Car,Yes,27,12,No
30,Male,High,Designer items,Yes,1,4,Yes
55,Male,Low,Designer items,Yes,1,3,No
43,Male,Low,Car,No,10,7,Yes
57,Female,High,Electronics,No,10,19,Yes
25,Male,High,Designer items,Yes,28,7,Yes
43,Male,Medium,Groceries,Yes,29,16,Yes
37,Male,Medium,Car,Yes,19,15,No
24,Male,Low,Beauty Products,Yes,15,12,Yes
44,Female,Low,Beauty Products,No,20,8,Yes
52,Female,Medium,Electronics,Yes,18,19,No
54,Female,High,Designer items,No,9,16,Yes
48,Female,Low,Groceries,No,22,7,Yes
32,Male,High,Electronics,Yes,30,13,Yes
37,Female,Medium,Designer items,Yes,27,6,No
29,Female,High,Beauty Products,No,16,16,Yes
59,Male,High,Groceries,No,29,18,No
28,Female,High,Groceries,Yes,1,17,Yes
24,Female,High,Car,Yes,11,1,No
37,Female,High,Car,Yes,17,5,Yes
41,Male,Low,Beauty Products,Yes,9,19,No
32,Female,Medium,Beauty Products,Yes,4,19,Yes
20,Male,Low,Beauty Products,Yes,4,7,Yes
25,Male,High,Car,Yes,7,11,No
40,Female,Low,Groceries,No,7,10,Yes
25,Male,Low,Electronics,No,28,9,No
56,Male,High,Electronics,No,27,16,Yes
53,Male,Medium,Beauty Products,No,28,12,Yes
49,Female,High,Electronics,No,3,4,Yes
43,Male,Low,Car,Yes,21,3,No
48,Female,High,Car,Yes,17,5,Yes
41,Female,Medium,Car,Yes,30,1,No
48,Female,High,Electronics,No,22,10,Yes
45,Male,High,Designer items,Yes,13,4,Yes
55,Male,High,Groceries,No,9,7,Yes
41,Male,Medium,Electronics,No,2,11,Yes
40,Female,High,Car,Yes,16,0,No
48,Female,Low,Beauty Products,No,30,9,Yes
59,Male,Medium,Electronics,No,20,1,Yes
26,Male,High,Designer items,No,21,12,Yes
42,Female,High,Designer items,No,15,17,Yes
29,Male,High,Designer items,Yes,7,16,Yes
32,Female,Medium,Groceries,Yes,9,14,Yes
32,Female,Low,Designer items,Yes,30,6,Yes
30,Female,High,Car,Yes,16,8,Yes
57,Female,Low,Electronics,No,19,17,Yes
30,Male,High,Designer items,Yes,15,8,Yes
29,Female,Low,Designer items,No,11,5,No
36,Male,High,Car,Yes,27,6,Yes
52,Female,High,Car,Yes,15,17,No
33,Male,Medium,Electronics,Yes,22,6,Yes
21,Male,Low,Beauty Products,No,26,7,Yes
30,Female,Medium,Car,No,12,16,No
54,Female,Medium,Electronics,Yes,5,18,Yes
30,Male,Low,Beauty Products,Yes,24,13,Yes
48,Male,Medium,Groceries,No,21,3,Yes
56,Female,Medium,Electronics,Yes,7,12,Yes
49,Male,Low,Beauty Products,Yes,26,5,No
55,Female,Medium,Beauty Products,Yes,23,2,No
45,Male,Medium,Car,No,2,12,No
51,Male,Low,Beauty Products,Yes,15,5,Yes
25,Male,Medium,Car,Yes,22,7,No
23,Male,Low,Groceries,Yes,13,2,Yes
27,Male,Low,Beauty Products,Yes,2,11,No
48,Male,Low,Groceries,No,28,4,Yes
42,Female,High,Beauty Products,Yes,30,8,Yes
48,Male,Medium,Groceries,No,29,19,Yes
56,Male,Low,Car,Yes,30,3,No
30,Male,Low,Designer items,Yes,12,9,Yes
37,Male,High,Electronics,Yes,19,12,Yes
34,Female,Medium,Designer items,Yes,21,3,No
50,Male,High,Designer items,Yes,0,14,Yes
